angle,curLapTime,damage,distFromStart,distRaced,fuel,gear,lastLapTime,opponents_0,opponents_1,opponents_2,opponents_3,opponents_4,opponents_5,opponents_6,opponents_7,opponents_8,opponents_9,opponents_10,opponents_11,opponents_12,opponents_13,opponents_14,opponents_15,opponents_16,opponents_17,opponents_18,opponents_19,opponents_20,opponents_21,opponents_22,opponents_23,opponents_24,opponents_25,opponents_26,opponents_27,opponents_28,opponents_29,opponents_30,opponents_31,opponents_32,opponents_33,opponents_34,opponents_35,racePos,rpm,speedX,speedY,speedZ,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18,trackPos,wheelSpinVel_0,wheelSpinVel_1,wheelSpinVel_2,wheelSpinVel_3,z,focus_0,focus_1,focus_2,focus_3,focus_4,accel,brake,clutch,gear,steer,focus_0,focus_1,focus_2,focus_3,focus_4,meta
-0.00128204,52.012,1,2596.13,5915.52,92.423,5,82.434,98.6182,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6201.18,180.072,-0.64342,0.109701,24.3238,200,173.48,135.031,114.487,105.108,100.371,96.3825,93.6239,90.9417,88.3358,85.8067,82.3943,78.6767,72.221,61.206,47.5936,35.4692,18.4449,-0.113562,151.66,150.934,153.117,153.117,0.328509,-1,-1,-1,-1,-1,0.29999999999999993,0,0,5,0.038891200341922644,-90,-45,0,45,90,0
-0.00159055,53.012,1,2645.82,5965.22,92.4086,5,82.434,78.4829,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6199.1,180.045,-0.656178,0.10515,24.4649,200,174.65,134.869,114.287,104.891,100.147,96.1518,93.3892,90.703,88.0939,85.5615,82.1454,78.4243,71.9641,60.9479,47.3507,35.2585,18.3147,-0.120199,151.632,150.92,153.068,153.068,0.328547,-1,-1,-1,-1,-1,0.29999999999999993,0,0,5,0.037411253398423286,-90,-45,0,45,90,0
-0.00185711,54.012,1,2695.5,6014.89,92.3941,5,82.434,62.1194,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6198.76,180.019,-0.656636,0.0922218,24.589,200,182.537,137.383,114.806,104.919,100.028,95.9639,93.1811,90.4909,87.8788,85.3436,81.9241,78.2001,71.7363,60.7195,47.1357,35.0726,18.2002,-0.126029,151.613,150.894,153.058,153.058,0.328506,-1,-1,-1,-1,-1,0.29999999999999993,0,0,5,0.037246316466805436,-90,-45,0,45,90,0
-0.00209791,55.012,1,2745.16,6064.56,92.3791,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,46.8453,2,6238.7,180.18,-0.666975,0.0727225,24.698,82.6821,198.794,148.47,122.5,110.973,105.247,100.48,97.214,94.0634,91.0271,88.1044,84.1982,79.994,72.823,60.9725,46.9676,34.9091,18.0995,-0.131158,151.728,151.002,154.04,154.04,0.328593,-1,-1,-1,-1,-1,0.6,0,0,5,0.036879091,-90,-45,0,45,90,0
-0.003187,56.012,1,2794.84,6114.24,92.3647,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,31.8237,2,6238.03,180.195,-0.441879,-0.770769,24.5431,68.4282,200,164.856,136.391,123.498,117.027,111.608,107.878,104.266,100.774,97.4014,92.8801,87.9961,79.6331,65.7751,49.512,35.9146,18.1311,-0.134729,151.618,151.141,154.017,154.017,0.328547,-1,-1,-1,-1,-1,0.6,0,0,5,0.020756365318337515,-90,-45,0,45,90,0
-0.00331337,57.012,1,2844.59,6163.99,92.3515,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,16.6896,200,200,2,6202.68,180.149,-0.386368,-4.07269,24.4576,68.0463,200,165.936,136.66,123.768,117.298,111.877,108.146,104.534,101.041,97.6665,93.1427,88.255,79.8838,66.0048,49.7044,36.064,18.2098,-0.131022,151.628,151.112,153.152,153.152,0.328534,-1,-1,-1,-1,-1,0.29999999999999993,0,0,5,0.019324295,-90,-45,0,45,90,0
-0.00287468,58.012,1,2894.35,6213.75,92.3388,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2.44981,200,200,200,200,200,200,200,200,2,6268.4,180.085,-0.397649,-5.06436,24.385,67.8849,200,200,145.031,126.593,118.586,112.384,108.346,104.596,101.09,97.7226,93.2067,88.3275,79.9696,66.109,49.8174,36.1701,18.2808,-0.127216,151.484,151.047,154.776,154.776,0.328122,-1,-1,-1,-1,-1,0.9,0,0,5,0.018052856,-90,-45,0,45,90,0
-0.00245315,59.012,1,2944.13,6263.52,92.326,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,16.7247,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6208.6,180.326,-0.261748,-3.77476,24.318,66.1522,158.935,200,200,200,174.64,154.529,142.798,132.73,123.999,116.353,107.119,98.2287,85.0404,67.1531,49.92,36.267,18.3463,-0.123686,151.802,151.211,153.297,153.297,0.328085,-1,-1,-1,-1,-1,0.29999999999999993,0,0,5,0.030357293,-90,-45,0,45,90,0
-0.00306493,60.012,1,2993.9,6313.29,92.3161,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,34.2095,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6160.75,179.865,-0.348602,-0.358214,23.7216,51.3447,80.1404,135.882,200,200,200,200,200,200,200,200,200,200,194.201,109.901,64.0145,40.7463,18.6957,-0.120292,151.483,150.813,152.531,151.713,0.32775,-1,-1,-1,-1,-1,0,0,0,5,0.024814270623087185,-90,-45,0,45,90,0
-0.00278742,61.012,1,3043.91,6363.31,92.3028,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,52.8644,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6160.73,179.861,0.969022,-0.388671,23.1432,50.0006,77.9078,131.666,200,200,200,200,200,200,200,200,200,200,200,114.101,66.2317,42.0823,19.2725,-0.0940205,151.157,151.152,152.04,152.202,0.327555,-1,-1,-1,-1,-1,0,0,0,5,0.010343991272175987,-90,-45,0,45,90,0
-0.00247413,62.012,1,3093.92,6413.32,92.2892,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,72.6078,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6269.82,180.154,0.81203,-0.34751,22.6061,48.8689,76.1866,128.892,200,200,200,200,200,200,200,200,200,200,200,117.035,68.0107,43.2375,19.8135,-0.0682959,151.286,151.373,154.806,154.806,0.327765,-1,-1,-1,-1,-1,0.9,0,0,5,-0.003528991,-90,-45,0,45,90,0
-0.00203783,63.012,1,3143.94,6463.33,92.2758,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,93.1236,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6162.97,179.944,0.75048,-0.314684,22.1373,47.8949,74.7258,126.605,200,200,200,200,200,200,200,200,200,200,200,119.442,69.5166,44.2302,20.2854,-0.0456863,151.183,151.263,152.033,152.325,0.327789,-1,-1,-1,-1,-1,0,0,0,5,-0.009116523,-90,-45,0,45,90,0
-0.0010379,64.012,1,3193.95,6513.34,92.2622,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,114.323,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6205.13,179.921,0.780838,-0.258355,21.7372,47.1184,73.6454,125.196,200,200,200,200,200,200,200,200,200,200,200,120.934,70.632,45.0219,20.6881,-0.0257651,151.132,151.214,153.214,153.214,0.327821,-1,-1,-1,-1,-1,0.4,0,0,5,-0.005819418,-90,-45,0,45,90,0
-0.000150983,65.012,1,3243.96,6563.35,92.2484,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,133.88,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6239.23,179.986,0.821948,-0.222598,21.3848,46.4326,72.689,123.945,200,200,200,200,200,200,200,200,200,200,200,122.218,71.6022,45.7137,21.0416,-0.00824076,151.174,151.238,154.055,154.055,0.327773,-1,-1,-1,-1,-1,0.7000000000000001,0,0,5,-0.00171563,-90,-45,0,45,90,0
0.000483211,66.012,1,3293.97,6613.36,92.2344,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,150.78,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6268.73,180.114,0.868006,-0.183926,21.0712,45.8071,71.7917,122.683,200,200,200,200,200,200,200,200,200,200,200,123.48,72.4988,46.3387,21.355,0.0071722,151.299,151.294,154.787,154.787,0.327716,-1,-1,-1,-1,-1,0.9,0,0,5,0.003163209,-90,-45,0,45,90,0
